YEAR,MO,DD,HH,MM,SS,LAT,LON,ERR,DEPTH,MAG,C_MAG,T_MAG,CAT,INTENSITY,AREA,UF,LOCALITY_COMMENTS,,
1990,7,28,18,5,23,-25.31,-44.52,50,0,2.9,1,mR,I,,,PR,"Margem Cont. (IAG, IPT)",,
1990,8,21,5,12,41,-11.79,-48.27,30,0,3.5,1,mR,I,5,,TO,"Natividade (UnB, IAG, UNESP)",,
1990,8,21,5,41,52,-11.91,-48.25,30,0,3.6,1,mR,I,5,3.8,TO,"Natividade (UnB, IAG, UNESP)",,
1990,9,1,15,46,30,-23.17,-46.06,5,0,2.9,1,mR,I,,,SP,"Igarata' (IPT,IAG) varios de 24/08 a 11/09",,
1990,9,7,1,56,39,-21.32,-40.41,20,0,2.7,1,mR,I,,,RJ,Margem Cont. (IAG),,
1990,9,7,23,39,41,-5.65,-35.85,5,3,2.8,1,mR,I,,,RN,"Joao Camara (UFRN, IAG)",,
1990,9,8,2,58,11,-7.51,-73.28,50,10,4,5,mEst,I,,,AC,Cruzeiro Sul (GS),,
1990,9,8,4,34,6,-20.9,-48.69,30,0,2.3,1,mR,I,,,SP,"W-Bebedouro (IAG, IPT, UNESP)",,
1990,9,9,11,24,20,-5.65,-35.85,5,3,3,1,mR,I,,,RN,"Joao Camara UFRN, IAG)",,
1990,9,12,20,34,18,-5.65,-35.85,5,3,3.2,1,mR,I,,,RN,"Joao Camara UFRN, IAG)",,
1990,9,13,14,24,2,-5.82,-36.88,3,2,2.1,1,mR,I,2.5,,RN,N. S. Rafael UFRN) Sismo Induzido,,
1990,9,24,15,25,18,-5.65,-35.85,5,3,3.7,1,mR,I,5,,RN,"Joao Camara UFRN, IAG)",,
1990,10,2,9,44,3,-4.33,-38.47,20,0,2,1,mR,I,,,CE,"Pacajus (IAG, UFRN, UnB)",,
1990,10,15,6,27,23,-5.72,-39.48,30,0,2.5,1,mR,I,,,CE,"Mombaca (IAG,UFRN)",,
1990,10,17,14,30,13,-10.97,-70.78,30,599,6.7,0,mb,I,,,AC,Peru-Brasil (GS)Sent. R.Branco,,
1990,10,17,15,12,19,-9.23,-71.06,30,600,5.3,0,mb,I,,,AC,Peru-Brasil (GS),,
1990,10,20,10,1,31,-7.73,-74.41,30,162,5,0,mb,I,,,AC,Peru-Brasil (GS),,
1990,10,27,6,5,15,-5.85,-36.9,30,2,2.2,1,mR,I,,,RN,"N.S.Rafael (UFRN,IAG,UnB)",,
1990,11,1,19,26,2,-5.64,-39.67,30,0,2.1,1,mR,I,,,CE,"Mombaca (UFRN,IAG)",,
1990,11,3,10,46,14,-5.65,-35.85,5,3,3.1,1,mR,I,,,RN,"Joao Camara (UFRN,IAG)",,
1990,11,10,21,43,3,-5.9,-37.3,5,4,2.1,1,mR,I,3.5,,RN,"A. Severo (UFRN,IAG)",,
1990,11,11,4,37,55,-5.9,-37.3,5,4,2.3,1,mR,I,3.5,0.7,RN,"A. Severo (UFRN,IAG)",,
1990,11,12,2,5,24,-17.82,-41.46,30,0,2.4,1,mR,I,,,MG,TeofiloOtoni (IAG),,
1990,11,13,13,53,27,-6.71,-36.34,100,0,2.6,1,mR,I,,,PB,"B. Sta. Rosa (UFRN,IAG)",,
1990,11,23,4,49,29,-9.31,-36.42,80,0,2.5,1,mR,I,,,AL,P.dos Indios (IAG),,
1990,12,5,3,7,52,-12.84,-47.5,30,0,3,1,mR,I,,,GO,"Parana (UnB,IAG)",,
1990,12,5,3,20,23,-12.84,-47.5,30,0,2.4,1,mR,I,,,GO,"Parana (UnB,IAG)",,
1990,12,9,7,56,19,-23.38,-45.63,5,0,2,1,mR,I,,,SP,"Paraibuna (IPT,IAG)",,
1990,12,19,2,5,55,-11.18,-40.37,30,0,2.1,1,mR,I,,,BA,Jacobina (IAG),,
1990,12,29,21,19,34,-17.07,-44.04,50,0,2.9,1,mR,I,,,MG,"Bocaiuva (IAG,UnB,IPT,UNESP)",,
1991,1,26,3,27,17,-7.35,-74.55,50,162,4.5,0,mb,I,,,EX,Peru-Brasil (GS),,
1991,2,8,21,13,14,-6.06,-38.49,30,0,2.8,1,mR,I,,,CE,"Pereiro (IAG,UFRN,UnB)",,
1991,2,17,9,34,33,-6.06,-38.49,30,0,2.1,1,mR,I,,,CE,"Pereiro (IAG,UFRN,UnB)",,
1991,2,21,20,33,42,-21.76,-43.36,2,0,2.6,4,mI,C,3,,MG,Juiz de Fora (IAG),,
1991,2,22,18,39,11,-6.56,-74.84,50,142,5.2,0,mb,I,,,EX,Peru-Brasil (GS),,
1991,2,25,11,7,15,-23.4,-45.63,5,0,2.3,1,mR,I,3.5,,SP,"Paraibuna (IPT,IAG)",,
1991,2,26,7,44,27,-21.76,-43.36,2,0,0,-1,,C,,,MG,Juiz de Fora (IAG),,
1991,3,14,3,5,9,-10.61,-38.74,30,0,2.2,1,mR,I,,,BA,"E. da Cunha (IAG,UnB) dois evts.",,
1991,3,21,17,8,19,-22.19,-51.36,10,0,2,4,mI,I,,,SP,"P. Prudente (IAG,UNESP,IPT)",,
1991,3,21,18,3,50,-22.19,-51.36,10,0,2.2,4,mI,I,,,SP,"P. Prudente (IAG,UNESP,IPT)",,
1991,3,22,18,4,43,-22.19,-51.36,10,0,2.4,1,mR,I,5,0.06,SP,"P. Prudente (IAG,UNESP,IPT)",,
1991,3,24,2,38,56,-23,-44.22,2,0,2,4,mI,C,3.5,,RJ,Monsuaba (IAG),,
1991,4,14,15,45,,-9.75,-37.42,5,0,2,4,mI,C,4.5,,AL,"P. de Acucar (IAG,UnB) 3 eventos",,
1991,4,19,6,10,,-15.5,-40.91,2,0,3,4,mI,I,3.5,,BA,Encruzilhada (UnB),,
1991,4,19,10,12,47,-3.93,-39.87,5,9,4.9,2,mbR,I,6.5,200,CE,"Taperuaba (GS mb=4.8;UnB,UFRN,IAG,UNESP,IPT)",,
1991,4,26,14,14,29,-5.46,-35.69,10,0,3.5,1,mR,I,,,RN,"Joao Camara (UFRN,IAG,UnB)",,
1991,5,5,21,7,57,-15.08,-39.4,50,0,2.8,1,mR,I,,,BA,Buerarema (IAG),,
1991,5,9,19,29,44,-21.33,-46.15,5,0,2.5,1,mR,I,,,MG,"Areado (UnB,IPT,IAG) dezenas de JAN. a JUN.",,
1991,5,12,6,50,44,-9.02,-41.75,50,0,2.9,1,mR,I,,,PI,Curral Novo (IAG),,
1991,5,16,8,27,24,-24.85,-46.26,30,0,2.4,1,mR,I,,,SP,"Margem Cont. (IPT,IAG)",,
1991,5,27,5,55,9,-4.36,-40.33,1,1,2.4,1,mR,I,,,CE,"Hidrolandia (UFRN,IAG,UnB)",,
1991,8,2,8,3,45,-13.95,-49.95,80,0,2.3,1,mR,I,,,GO,Porangatu (UnB),,
1991,8,25,2,35,37,-13.15,-52.34,80,0,2.9,1,mR,I,,,MT,Rio Tanguro (UnB),,
1991,9,3,20,46,53,-24.6,-48.43,30,0,2.8,1,mR,I,4.5,,SP,"BarradoTurvo (IAG,IPT,UnB,UNESP)",,
1991,9,6,3,35,47,-19.95,-47.16,30,0,2.3,1,mR,I,,,MG,"Sacramento (UnB,IAG)",,
1991,9,6,19,12,21,-21.77,-46.26,20,0,2.1,1,mR,I,,,MG,"Campestre (UnB,IAG)",,
1991,9,6,19,45,20,-8.28,-36.02,5,0,2,1,mR,I,,,PE,"Caruaru (UnB,IAG)",,
1991,9,6,21,54,50,-19.72,-45.61,50,0,2.9,1,mR,I,,,MG,"Bom Despacho (UnB,IAG)",,
1991,9,11,3,55,19,-12.84,-38.65,20,0,2.3,1,mR,I,,,BA,Itaparica (IAG),,
1991,9,13,19,56,41,-8.28,-36.02,5,0,2.1,1,mR,I,,,PE,"Caruaru (UnB,IAG)",,
1991,9,14,9,44,6,-17.93,-44.25,30,0,2.3,1,mR,I,,,MG,"Buenopolis (UnB,IAG)",,
1991,9,17,8,24,26,-11.73,-40.57,40,0,2.4,1,mR,I,,,BA,"Mundo Novo (IAG,UnB) varios evts.",,
1991,9,17,22,56,6,-21.33,-46.15,1,1,2.7,1,mR,I,4,,MG,"Areado (UnB,IAG,IPT)",,
1991,9,21,18,27,37,-8.28,-36.02,5,0,2.5,1,mR,I,,,PE,"Caruaru (UnB,IAG)",,
1991,9,30,5,5,50,-21.33,-46.15,1,1,2.2,1,mR,I,3.5,,MG,"Areado (UnB,IAG,IPT)",,
1991,9,30,14,54,1,-21.33,-46.15,1,1,2.3,1,mR,I,3.5,,MG,"Areado (UnB,IAG,IPT)",,
1991,10,6,4,22,29,-21.33,-46.15,1,1,2.1,4,mI,I,2,,MG,"Areado (UnB,IAG)",,
1991,10,6,16,48,21,-7.36,-74.83,0,143,5.4,0,mb,I,,,EX,Peru-Brasil (GS),,
1991,10,7,15,46,37,-24.12,-43.01,30,0,3,1,mR,I,,,SP,"Margem Cont. (IAG,IPT)",,
1991,10,10,18,30,,-23,-44.22,2,0,2.6,4,mI,C,3,,RJ,Monsuaba (IAG) Serie de evts.,,
1991,10,11,5,59,33,-21.33,-46.15,1,1,2,1,mR,I,3,,MG,"Areado (UnB,IAG,IPT)",,
1991,10,11,21,11,23,-21.33,-46.15,1,1,2.1,4,mI,I,2,,MG,Areado (UnB),,
1991,10,12,8,27,27,-21.33,-46.15,1,1,2.1,1,mR,I,3.5,,MG,"Areado (UnB,IAG,IPT)",,
1991,10,15,10,33,0,-9.56,-40.28,20,0,2,1,mR,I,,,BA,C. do Sertao (IAG),,
1991,11,13,18,14,25,-22.88,-49.83,20,0,3,1,mR,I,4,,SP,"S.PedroTurvo (IAG,UnB,UNESP)",,
1991,11,15,13,16,37,-23.94,-46.41,20,0,2.7,1,mR,I,,,SP,Sao Vicente (IAG),,
1991,11,22,8,5,55,-12.91,-38.67,20,0,2.2,1,mR,I,4.5,,BA,I. Itaparica (IAG),,
1991,11,25,14,15,45,-8.78,-74.44,0,146,5.3,0,mb,I,,,EX,Peru-Brasil (GS),,
1991,11,27,16,44,54,-20.57,-45.73,10,0,2.4,1,mR,I,,,MG,"Pontevila (UnB,IAG)",,
1991,11,29,7,14,12,-19.83,-46.16,40,0,2.4,1,mR,I,,,MG,"Campos Altos (IAG,UnB)",,
1991,12,4,12,15,3,-22.67,-50.75,5,0,2.9,1,mR,I,,,SP,"Cruzalia (IPT,IAG,UNESP)Induzido?",,
1991,12,5,19,4,17,-24.92,-49.58,50,0,2.6,1,mR,I,,,PR,"Acungui (IAG,IPT)",,
1991,12,13,2,30,4,-13.44,-46.3,20,0,3.2,1,mR,I,,,GO,"Sao Domingos (UnB,IAG)",,
1991,12,19,3,56,56,-14.45,-49.96,10,0,2.6,1,mR,I,,,GO,Crixas (UnB),,
1991,12,19,21,17,,-22.69,-50.77,5,0,2.7,1,mR,I,,,SP,Cruzalia (IPT)Induzido ?,,
1992,1,1,20,15,26,-20.33,-44.58,20,0,3.3,1,mR,I,,,MG,"Crucilandia (IPT,IAG,UnB) Explosao ?",,
1992,1,7,19,24,35,-12.43,-38.69,70,0,2,1,mR,I,,,BA,T. Sampaio (IAG),,
1992,1,17,18,32,20,-22.72,-51.1,3,0,3.1,1,mR,A,5,0.82,SP,"Iepe (IPT,IAG,UnB) Induzido?",,
1992,1,28,16,5,38,-20.99,-39.67,70,0,3.6,1,mR,I,,,ES,"Margem Cont. (IAG,IPT,UnB)",,
1992,2,1,17,24,30,-26.91,-44.42,70,0,3.7,1,mR,I,,,PR,"Margem Cont. (IAG,IPT)",,
1992,2,4,23,32,2,-23.55,-42.42,150,0,2.5,1,mR,I,,,SP,"Margem Cont. (IAG,IPT)",,
1992,2,5,0,2,16,-24.3,-40.95,150,0,2.8,1,mR,I,,,SP,"Margem Cont. (IAG,IPT)",,
1992,2,6,7,38,47,-10.34,-36.89,30,0,2.8,1,mR,I,,,SE,Capela (IAG),,
1992,2,11,6,11,3,-24.47,-43.79,60,0,2.3,1,mR,I,,,SP,"Margem Cont. (IAG,IPT)",,
1992,2,17,5,14,20,-5.49,-35.72,5,0,3,1,mR,I,,,RN,"Joao Camara (UFRN,IAG,UnB)",,
1992,3,2,6,6,37,-20.01,-47.27,20,0,3.6,1,mR,I,4,,MG,"Sacramento (IAG,UnB,IPT,UNESP)",,
1992,3,9,23,17,59,-24.56,-50.69,10,0,3.2,1,mR,A,4.5,1.9,PR,"Imbau (IAG,COPEL,IPT,UnB)",,
1992,3,15,2,17,54,-22.46,-42.75,30,0,2.1,1,mR,I,,,RJ,"Subaio (IAG,IPT)",,
1992,3,16,2,23,37,-23.34,-39.43,200,0,3.2,1,mR,I,,,RJ,"Margem Cont. (IAG,IPT)",,
1992,3,19,5,50,10,-24.59,-43.92,100,0,2,1,mR,I,,,SP,"Margem Cont. (IAG,IPT)",,
1992,3,19,15,34,11,-24.99,-45.77,50,0,2.6,1,mR,I,,,SP,"Margem Cont. (IAG,IPT)",,
1992,4,13,23,31,9,-23.9,-45.37,50,0,2.3,1,mR,I,,,SP,"Ilhabela (IAG,IPT)",,
1992,4,17,21,28,8,-5.64,-35.85,5,0,3.2,1,mR,I,,,RN,"Joao Camara (UFRN,IAG,UnB)",,
1992,4,24,3,9,30,-26.85,-45.76,50,0,3.7,1,mR,I,,,SC,"Margem Cont. (UnB,IPT,IAG,UNESP)",,
1992,4,24,3,31,31,-26.77,-45.81,50,0,3.9,1,mR,I,,,SC,"Margem Cont. (UnB,IPT,IAG,UNESP)",,
1992,6,8,3,36,21,-21.33,-46.15,5,0,2.2,1,mR,I,4,,MG,"Areado (UnB,IPT,IAG)",,
1992,6,9,10,27,55,-13.55,-39.83,40,0,3,1,mR,I,,,BA,"Jaguaquara (IAG,UnB)",,
1992,6,9,22,22,24,-21.22,-43.84,10,0,3.7,1,mR,I,5,,MG,"Barbacena (IAG,IPT,UnB)",,
1992,6,16,2,50,38,1.53,-41.57,30,0,4.7,2,mbR,I,,,PI,"Margem Cont. (h=33N GS,UFRN,IAG,UnB)",,
1992,6,18,23,17,13,-21.33,-46.15,5,0,2.9,1,mR,I,4,,MG,"Areado (UnB,IAG,UNESP) 2 evtos.",,
1992,6,29,13,42,,-19.95,-44.16,5,0,2.1,1,mR,I,3.5,,MG,"Betim (IAG,UnB)",,
1992,6,29,23,31,51,-19.95,-44.16,5,0,2.6,1,mR,I,4.5,,MG,"Betim (IAG,IPT,UnB)",,
1992,7,5,7,34,17,-22.03,-51.31,20,0,3.2,1,mR,I,5,,SP,"P. Prudente (UNESP,IPT,IAG,UnB)",,
1992,7,5,9,55,40,-21.09,-43.66,10,0,3.1,1,mR,I,3.5,,MG,"Barbacena (IPT,IAG,UnB)",,
1992,7,12,4,12,35,-21.33,-46.15,5,0,2.6,1,mR,I,,,MG,"Areado (UnB,IAG,IPT)",,
1992,7,13,2,4,44,-21.33,-46.15,5,0,2.6,1,mR,I,,,MG,"Areado (UnB,IAG,IPT)",,
1992,7,25,23,18,54,-19.95,-44.16,5,0,2.8,1,mR,A,5.5,0.7,MG,"Betim (IAG,IPT,UnB)",,
1992,7,29,20,12,49,-21.22,-44.04,20,0,2.1,1,mR,I,1,,MG,"Barbacena (IAG,UnB)",,
1992,7,29,22,41,25,-21.17,-43.82,10,0,2.6,1,mR,I,2,,MG,"Barbacena (IAG,IPT,UnB)",,
1992,8,5,17,37,21,-11.73,-40.57,40,0,2.1,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,8,6,3,47,51,-11.73,-40.57,40,0,2.3,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,8,13,6,49,34,-21.33,-46.15,5,0,2.2,1,mR,I,,,MG,"Areado (UnB,IAG,IPT)",,
1992,8,13,18,20,31,-11.73,-40.57,40,0,2.8,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,8,14,7,8,18,-23.36,-45.64,0,0,2.6,1,mR,A,4.5,0.33,SP,"Paraibuna (IPT,IAG,UnB) Induzido",,
1992,8,16,6,57,21,-11.73,-40.57,40,0,2.1,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,8,17,2,57,34,-20.98,-46.93,20,0,2.3,1,mR,I,4,,MG,"S.S. Paraiso (IAG,IPT)",,
1992,8,20,8,8,43,-11.73,-40.57,40,0,2.4,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,8,20,8,19,29,-11.73,-40.57,40,0,2.3,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,8,20,19,23,34,-10.31,-40.03,20,0,2.5,1,mR,I,,,BA,S. do Bonfim (IAG) Explosao ?,,
1992,8,25,17,26,26,-12.78,-39.03,50,0,3.2,1,mR,I,,,BA,"Reconcavo (UnB,IAG)",,
1992,9,2,11,24,25,-11.73,-40.57,40,0,2,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,9,10,0,56,31,-11.73,-40.57,40,0,2.4,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,9,19,23,22,52,-11.73,-40.57,40,0,2.4,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,9,19,23,33,56,-11.73,-40.57,40,0,2.1,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,9,20,8,39,47,-11.73,-40.57,40,0,2.2,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,9,29,10,25,21,-21.33,-46.15,5,0,2.2,1,mR,I,,,MG,"Areado (UnB,IAG,IPT)",,
1992,9,30,12,57,45,-11.73,-40.57,40,0,2.1,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,10,1,15,5,53,-21.57,-47.01,30,0,2.7,1,mR,I,,,SP,"S.J.R.Pardo (IAG,IPT,UnB)",,
1992,10,15,8,56,19,-11.73,-40.57,40,0,2.6,1,mR,I,,,BA,Mundo Novo (IAG),,
1992,10,15,19,33,20,-19.8,-43.97,30,0,3,1,mR,I,,,MG,"R.das Neves (IAG,IPT,UnB) Explosao ?",,
1992,10,21,10,3,18,-21.33,-46.15,5,0,2,1,mR,I,,,MG,"Areado (UnB,IAG,IPT)",,
1992,10,23,13,1,28,-21.33,-46.15,5,0,2.2,1,mR,I,,,MG,"Areado (UnB,IAG,IPT)",,
1992,10,30,13,42,54,-23.13,-47.51,20,0,2,1,mR,I,,,SP,"Samambaia (IAG,IPT) Explosao ?",,
1992,12,1,9,46,50,-27.27,-50.67,100,0,2.2,1,mR,I,,,SC,Curitibanos (COPEL),,
1992,12,9,16,21,0,-24.89,-46.33,20,0,3.4,1,mR,I,,,SP,"Margem Cont. (IAG,IPT,UnB,COPEL)",,
1993,1,1,23,22,9,-6.8,-37.09,40,0,2.4,5,mEst,I,,,PB,"Varzea (UFRN,UnB)",,
1993,1,21,16,21,6,-23.35,-45.65,2,0,2.5,1,mR,I,4,0.1,SP,"Paraibuna (IPT,IAG)",,
1993,1,28,3,50,42,-5.63,-35.84,10,0,2.6,1,mR,I,,,RN,"J.Camara (UFRN,UnB,IAG)",,
1993,1,28,11,23,51,-4.81,-37.97,5,0,2,5,mEst,I,,,CE,"Palhano (UFRN,UnB,IAG)",,
1993,2,1,16,9,24,-5.63,-35.84,10,0,3,1,mR,I,,,RN,"J. Camara (UFRN,UnB,IAG)",,
1993,2,2,5,8,,-21.12,-45.89,10,0,2.1,1,mR,I,,,MG,Campo doMeio (IPT),,
1993,2,3,21,14,30,-5.63,-35.84,10,0,2.7,5,mEst,I,,,RN,"J.Camara (UFRN,UnB,IAG)",,
1993,2,5,5,41,52,-8.28,-36.02,5,4,2.2,1,mR,I,,,PE,"Caruaru (UFRN,UnB,IAG)",,
1993,2,16,10,21,12,-5.65,-36.26,5,0,2.3,1,mR,I,4,,RN,Lajes (UFRN),,
1993,3,9,8,56,3,-20.58,-45.4,1,1,3.1,1,mR,I,4,1.2,MG,"Formiga (IAG,IPT,UnB,UNESP)",,
1993,3,26,15,59,59,-24.94,-45.51,30,0,2.1,1,mR,I,,,SP,"Margem Cont. (IPT,IAG)",,
1993,4,13,15,15,35,-2.9,-39.52,20,0,2.4,1,mR,I,,,CE,"Plat. Cont. (UFRN,IAG,UnB)",,
1993,4,14,17,32,17,-3.25,-40.45,15,0,2.1,5,mEst,I,,,CE,"Senador Sa (UFRN,UnB)",,
1993,4,15,10,22,33,-3.81,-40.14,5,0,2.4,5,mEst,I,3.5,,CE,"Forquilha (UFRN,UnB,IAG)",,
1993,4,16,11,38,58,-3.81,-40.14,5,0,2.5,5,mEst,I,3.5,,CE,"Forquilha (UFRN,UnB,IAG)",,
1993,5,7,21,55,5,-23.39,-45.62,2,0,2,1,mR,I,3.5,,SP,"Paraibuna (IPT,IAG)",,
1993,5,10,15,15,13,-21.6,-40.7,30,0,3.2,1,mR,I,,,RJ,"Margem Cont. (IAG,IPT,UnB,UNESP)",,
1993,5,12,0,37,23,-20.58,-45.4,1,1,2.9,1,mR,I,4,1.9,MG,"Formiga (IAG,IPT,UnB,UNESP)",,
1993,5,21,10,32,12,-23.91,-43,20,0,3.6,1,mR,I,,,SP,"Margem Cont. (IPT,IAG,UnB,UNESP,COPEL",,
1993,6,5,5,51,1,-29.83,-57.3,30,0,3.4,1,mR,I,,,EX,"Argentina (IPTCOPELIAG,UFRS,UNESP)",,
1993,6,25,2,3,1,-24.44,-43.54,30,0,2.7,1,mR,I,,,SP,"Margem Cont. (IAG,IPT)",,
1993,6,28,14,29,24,-20.56,-45,30,0,2.3,1,mR,I,,,MG,C. da Mata (UnB) Explosao ?,,
1993,6,29,6,51,5,-22.05,-45.32,20,0,2.3,1,mR,I,,,MG,"O. Noronha (IAG,IPT,UnB,UFRN)",,
1993,7,12,8,29,1,-14.79,-51.03,10,0,4.1,1,mR,I,5,39,GO,"Aruana (UnB,IAG,IPT,UFRN,COPEL)",,
1993,8,1,7,56,15,-19.96,-44.18,2,3,2.3,1,mR,I,,,MG,"Betim (IAG,UnB,IPT)",,
1993,8,29,0,48,38,-5.93,-38.1,2,0,2.2,1,mR,I,3.5,,RN,"Tab. Grande (UFRN,UnB,IAG)",,
1993,9,1,10,40,5,-21.45,-47.13,10,0,2.2,1,mR,I,,,SP,"StaRViterbo (IAG,IPT) Explosao ?",,
1993,9,1,10,43,24,-21.46,-47.13,10,0,2.3,1,mR,I,,,SP,"StaRViterbo (IAG,IPT) Explosao ?",,
1993,9,4,14,22,20,-21.31,-46.75,30,0,2.7,1,mR,I,,,MG,"Mte.S.Minas (IAG,IPT)",,
1993,9,17,9,58,40,-21.41,-47.18,20,0,2.5,1,mR,I,,,SP,"StaRViterbo (IAG,IPT) Explosao ?",,
1993,9,19,7,29,,-21.33,-46.15,10,0,2,1,mR,I,,,MG,Areado (IPT),,
1993,9,25,20,27,27,-10.49,-37.07,10,0,3.5,1,mR,I,5,,SE,"Capela (UFRN,IAG,UnB)",,
1993,9,27,3,56,6,-10.49,-37.07,10,0,3.5,1,mR,I,5.5,,SE,"Capela (UFRN,IAG,UnB)",,
1993,9,29,4,6,27,-20.58,-45.4,1,1,2.4,1,mR,I,,,MG,"Formiga (IAG,UnB)",,
1993,10,5,19,31,48,-8.28,-36.02,5,0,2.1,1,mR,I,,,PE,"Caruaru (UFRN,UnB,IAG)",,
1993,10,6,7,23,11,-8.28,-36.02,5,0,2.5,1,mR,I,,,PE,"Caruaru (UFRN,UnB,IAG)",,
1993,10,8,0,28,4,-19.96,-44.18,2,3,2.4,1,mR,I,,,MG,"Betim (IAG,UnB) 2 evts.",,
1993,10,10,0,58,17,-8.28,-36.02,5,0,3.3,1,mR,I,3.5,,PE,"Caruaru (UFRN,UnB,UFRN,IAG)",,
1993,10,18,6,18,8,-15.14,-44.97,40,0,3.3,1,mR,I,,,MG,"Januaria (UnB,IAG,UNESP)",,
1993,10,23,20,21,50,-4.41,-38.29,2,0,2.1,5,mEst,I,3.5,,CE,"Cascavel (UFRN,IAG)",,
1993,10,24,20,59,36,-4.41,-38.29,2,0,2.1,5,mEst,I,3.5,,CE,"Cascavel (UFRN,IAG)",,
1993,11,18,15,22,46,-5.3,-50.43,80,0,3.9,1,mR,I,,,PA,"SerraCarajas (UnB,IAG,UFRN)",,
1993,11,21,2,56,13,-4.41,-38.29,2,0,2,5,mEst,I,3.5,,CE,"Cascavel (UFRN,IAG)",,
1993,12,4,1,49,57,-20.26,-44.75,1,0,2.6,1,mR,I,4,,MG,"C. do Cajuru (IAG,UnB,IPT) varios",,
1993,12,20,1,1,,-22.7,-51.09,1,0,2.2,1,mR,I,,,SP,Iepe (IPT) varios induzidos,,
1993,12,27,15,10,50,-20.32,-44.47,5,0,2.9,1,mR,I,,,MG,"Itaguara (IAG,UnB,IPT)",,
1993,12,27,21,29,22,-20.32,-44.47,5,0,2.6,1,mR,I,,,MG,"Itaguara (IAG,UnB,IPT)",,
1993,12,27,22,48,11,-20.32,-44.47,5,4,3.6,1,mR,I,5,,MG,"Itaguara (IAG,UnB,IPT) varios",,
1993,12,28,21,9,34,-20.32,-44.47,5,0,3.2,1,mR,I,3,,MG,"Itaguara (IAG,UnB,IPT)",,
1993,12,28,21,28,10,-20.32,-44.47,5,0,2.7,1,mR,I,,,MG,"Itaguara (IAG,UnB,IPT)",,
1993,12,28,21,32,6,-20.32,-44.47,5,4,3.2,1,mR,I,,,MG,"Itaguara IAG,UnB,IPT)",,
1993,12,28,22,17,29,-20.32,-44.47,5,0,2.2,1,mR,I,,,MG,"Itaguara (IAG,UnB,IPT)",,
1993,12,28,22,28,33,-20.32,-44.47,5,0,2.9,1,mR,I,,,MG,"Itaguara (IAG,UnB,IPT)",,
1993,12,28,22,32,35,-20.32,-44.47,5,0,2.9,1,mR,I,3,,MG,"Itaguara (IAG,UnB,IPT)",,
1993,12,29,4,59,25,-20.32,-44.47,5,0,2.8,1,mR,I,,,MG,"Itaguara (IAG,UnB,IPT)",,
1993,12,30,2,41,,-22.94,-51.01,1,0,2.2,1,mR,I,3,,PR,"Ibiaci (IPT,IAG) Induz., varios",,
1993,12,31,10,29,50,-20.32,-44.47,5,0,2.8,1,mR,I,,,MG,"Itaguara (IAG,UnB,IPT)",,
1994,1,15,21,46,27,-23.84,-47.24,20,0,2.2,1,mR,I,,,SP,Piai (IPT) Explosao ?,,
1994,1,20,6,27,47,-15.87,-45.21,150,0,2.7,1,mR,I,,,MG,SaoFrancisco (UnB),,
1994,2,9,12,15,38,-22.76,-56.71,40,0,3,1,mR,I,,,EX,"Paraguai (IPT,UnB,IAG,COPEL)",,
1994,2,18,1,55,19,-5.65,-35.85,10,0,2,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1994,2,20,4,53,40,-5.65,-35.85,10,0,2,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1994,2,20,6,4,47,-5.65,-35.85,10,0,2,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1994,2,20,12,23,59,-5.65,-35.85,10,0,2,5,mEst,I,,,RN,"Joao Camara (UFRN,IAG)",,
1994,2,21,23,11,17,-4.41,-38.29,2,4,2,5,mEst,I,,,CE,"Cascavel (UFRN,UnB,IAG)",,
1994,2,22,13,53,48,-4.41,-38.29,2,4,2.2,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1994,2,24,18,22,59,-4.41,-38.29,2,4,2.1,5,mEst,I,,,CE,"Cascavel (UFRN,IAG)",,
1994,3,7,20,0,15,-19.17,-47.61,20,0,2.5,1,mR,I,,,MG,Sacramento (UnB),,
1994,3,21,0,25,31,-19.38,-47.65,10,0,2.4,1,mR,I,,,MG,Nova Ponte (UnB),,
1994,3,24,8,40,18,-16.35,-50.49,30,0,2.3,1,mR,I,,,GO,Sanclerland. (UnB),,
1994,4,6,12,18,22,-9.75,-36.54,20,0,2.8,1,mR,I,4,,AL,"Junqueiro (IAG,UnB)",,
1994,4,6,20,41,17,-25.51,-56.1,50,0,2.1,1,mR,I,,,EX,Paraguai (UnB) Explosao ?,,
1994,4,11,8,15,33,-25.15,-45.89,50,0,2.2,1,mR,I,,,SP,"Margem Cont. (IPT,IAG)",,
